Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт,Instagram,Twitter,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Skype,Широта,Долгота,2GIS URL,Тип
Средняя школа с. Абай с дошкольным мини-центром,,Школы,"улица Макатаева, 30",,040923,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,4.1,19,87273890604,87273047633,,,,,,,,,,,,,,,,43.218131,76.7521,https://2gis.com/firm/70000001019951702,branch
Средняя школа №23 Илийского района,,Школы,"улица Аэродромная, 4",,,Спецгородок ж/м,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.4,8,,,,,,,,,,,,,,,,,,43.340714,76.882013,https://2gis.com/firm/70000001025998361,branch
Общеобразовательная школа №15 им. К. Азербаева,,Школы,"улица Азербаева, 1",,040708,Водник 1 м-н,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-16:00,+05:00,3.5,36,87275233355,,,,,,,,,,,,,,,,,43.370088,76.852828,https://2gis.com/firm/9429940001257037,branch
Общеобразовательная школа №89,,Школы,"улица Поддубного, 155",,050054,Маяк м-н,Турксибский район,Алматы,,Алматы,Казахстан,"Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-19:00 (администрация: пн-пт 9:00-18:00, перерыв 13:00-14:00)",+05:00,3.9,40,87272512829 (приемная),,,,,http://89.alschool.kz,https://instagram.com/almatyschool89,,,,,,,,,,,43.340841,76.989235,https://2gis.com/firm/9429940000798837,branch
Joo High School,,Школы; Помощь в обучении,"улица Байтурсынова, 2",,041609,,,,Талгарский район,Алматинская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.5,19,87717598406,,,,,http://joohs.kz,https://instagram.com/joo.besagash,,,,https://wa.me/77711230702,https://wa.me/77717598406,,,,https://youtube.com/c/JooKz,,43.299028,77.047597,https://2gis.com/firm/70000001081280033,branch
Голубой парус,школа-детский сад,Школы; Частные детские сады,"улица Гёте, 396а",,050054,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.4,25,87272233667,87272233904,,,,http://bluesail.kz,https://instagram.com/blue_sail_goethe,,,,,,,,,,,43.334756,76.968894,https://2gis.com/firm/9429940000794494,branch
Общеобразовательная школа №115 им. Д. Бабаева,,Школы,"Алтай 1 микрорайон, 28",,050039,Маяк м-н,Турксибский район,Алматы,,Алматы,Казахстан,"Пн: 08:00-13:00, 14:00-18:00; Вт: 08:00-13:00, 14:00-18:00; Ср: 08:00-13:00, 14:00-18:00; Чт: 08:00-13:00, 14:00-18:00; Пт: 08:00-13:00, 14:00-18:00; Сб: 08:00-13:00, 14:00-18:00",+05:00,2.6,19,87273859253 (приемная),87272512911,,,,,,,,,,,,,,,,43.344312,76.986842,https://2gis.com/firm/9429940000798762,branch
Общеобразовательная средняя школа №17,,Школы,"улица Томаровского, 9",,,,,,Талгарский район,Алматинская область,Казахстан,,+05:00,2.9,21,,,,,,,https://instagram.com/skola17talgar,,,,,,,,,,,43.384801,77.127837,https://2gis.com/firm/70000001080063559,branch
Келешек,школа,Школы,"улица Сарыарка, 9",,,,,,Илийский район,Алматинская область,Казахстан,,+05:00,5.0,1,87473696515,,,,,,https://instagram.com/keleshek.zhkm,,,,,,,,,,,43.391439,76.847636,https://2gis.com/firm/70000001076389278,branch
Общеобразовательная школа №10,с. Белбулак,Школы,"улица Алтынсарина, 16",,,,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,1.4,3,87277443396,,,,,,,,,,,,,,,,,43.312484,77.108115,https://2gis.com/firm/70000001035961412,branch
EdAccess,Британский аккредитованный учебный и экзаменационный центр,Школы; Языковые школы; Помощь в обучении; Обучение за рубежом; Центры раннего развития детей,"проспект Достык, 210 блок А",6 этаж,050051,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,3.7,29,87777664020,,,,,http://edaccess.kz,https://instagram.com/british_school_kz,,https://facebook.com/EdAccess.kz,,,,,,,,,43.22961,76.960774,https://2gis.com/firm/70000001045272659,branch
Zerdesh мектебі,частная казахская школа,Школы,"улица Абишева, 26",,050006,Калкаман-2 м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:30-18:00; Вт: 08:30-18:00; Ср: 08:30-18:00; Чт: 08:30-18:00; Пт: 08:30-18:00,+05:00,2.7,7,87074763281,,,shkolazerdesh@mail.ru,,http://zerdesh.kz/,https://instagram.com/zerdesh.mektebi,,,,https://wa.me/77028371551,,,,,,,43.234982,76.804604,https://2gis.com/firm/70000001069142967,branch
Общеобразовательная средняя школа №26 с дошкольным мини-центром,,Школы,"улица Кирова, 24",,041613,,,,Талгарский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,3.4,3,87277475040,,,,,,,,,,,,,,,,,43.441934,77.042164,https://2gis.com/firm/70000001024450674,branch
Средняя школа №197,,Школы,"улица Инкардария, 7а",,,Сулусай м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 07:30-19:00; Вт: 07:30-19:00; Ср: 07:30-19:00; Чт: 07:30-19:00; Пт: 07:30-19:00,+05:00,3.7,3,87051886460,,,,,,,,,,,,,,,,,43.226871,77.049255,https://2gis.com/firm/70000001025172485,branch
Средняя школа №31 им. Аль-Фараби,,Школы,"улица Жылкыбай, 153",,041626,,,,Талгарский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,2.4,26,87277456056 (приемная),,,,,,,,,,,,,,,,,43.316516,77.054429,https://2gis.com/firm/9429940001011260,branch
Средняя школа гимназия №45 Талгарского района,,Школы,"улица Хамраева, 30",,041609,,,,Талгарский район,Алматинская область,Казахстан,Пн: 07:00-18:45; Вт: 07:00-18:45; Ср: 07:00-18:45; Чт: 07:00-18:45; Пт: 07:00-18:45,+05:00,3.8,16,,,,,,,,,,,,,,,,,,43.305201,77.043191,https://2gis.com/firm/70000001023005476,branch
QBIS,международная школа,Школы,"улица Тлендиева, 2",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,"Пн: 08:00-13:00, 14:00-18:00; Вт: 08:00-13:00, 14:00-18:00; Ср: 08:00-13:00, 14:00-18:00; Чт: 08:00-13:00, 14:00-18:00; Пт: 08:00-13:00, 14:00-18:00; Сб: 08:00-13:00, 14:00-18:00",+05:00,5.0,12,87056272746,,,,,,https://instagram.com/qbis.kz,,,,https://wa.me/77056272746,,,,,,,43.201868,76.651191,https://2gis.com/firm/70000001078687060,branch
Немере,частная школа,Школы,"улица Аймауытова, 18",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,3.9,29,,,,,,,,,,,,,,,,,,43.195428,76.623599,https://2gis.com/firm/70000001044298495,branch
Anisa Primary School,частная школа,Школы,"улица Жибек Жолы, 8а",,,,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,3.3,13,87753217404,,,,,,https://instagram.com/anisa_school_almaty,,,,https://wa.me/77753217404,,,,,,,43.303643,77.070638,https://2gis.com/firm/70000001064810930,branch
Средняя школа №29,,Школы,"улица Ломоносова, 7Б",,041609,,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,2.2,38,87277456826,,,,,,,,,,,,,,,,,43.299317,77.048702,https://2gis.com/firm/9429940001021548,branch
Средняя школа им. В.Г.Белинского,,Школы,"улица Абен Омерали, 84",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-19:00,+05:00,3.0,21,,,,,,,,,,,,,,,,,,43.19593,76.620355,https://2gis.com/firm/70000001044109390,branch
Частная образовательная школа Дана,,Школы,"улица Райымбека, 113",,040700,Гульдер м-н,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,4.4,114,87750074862 (контакт-центр),,,,,http://danaschool.edu.kz/,https://instagram.com/dana_school_almaty,,,,https://wa.me/77473700333,,,,,,,43.399748,77.024573,https://2gis.com/firm/70000001019977638,branch
№212 мектеп-гимназия,,Школы,,,,Коккайнар м-н,Алатауский район,Алматы,,Алматы,Казахстан,,+05:00,4.8,7,87772861306,,,,,,,,,,,,,,,,,43.324709,76.83869,https://2gis.com/firm/70000001089871572,branch
Новое начало,школа,Школы,"улица Гёте, 267",,050054,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:30-17:00; Вт: 08:30-17:00; Ср: 08:30-17:00; Чт: 08:30-17:00; Пт: 08:30-17:00,+05:00,4.7,20,87272510213,87272510296,,,,,,,,,,,,,,,,43.328304,76.968279,https://2gis.com/firm/9429940000795399,branch
Средняя школа №4 с. Жапек батыр,,Школы,"улица Абая, 17",,040717,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.4,15,,,,,,,,,,,,,,,,,,43.416941,76.897428,https://2gis.com/firm/9429940000983853,branch
Средняя школа с. Береке,,Школы,"улица Астана, 40в",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.8,4,87277131192,87277131195,,,,,,,,,,,,,,,,43.383764,76.709196,https://2gis.com/firm/70000001036722571,branch
Средняя школа №50 Илийского района,,Школы,"улица Адилет, 1",,,,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,3.9,3,,,,,,,https://instagram.com/ile_50_school,,,,,,,,,,,43.540873,76.92364,https://2gis.com/firm/70000001065705431,branch
Данашым,физико-математическая школа,Школы,"улица Азербаева, 69",,050040,Горный гигант м-н,Медеуский район,Алматы,,Алматы,Казахстан,"Пн: 08:00-13:00, 14:00-16:00; Вт: 08:00-13:00, 14:00-16:00; Ср: 08:00-13:00, 14:00-16:00; Чт: 08:00-13:00, 14:00-16:00; Пт: 08:00-13:00, 14:00-16:00",+05:00,4.3,16,87272718042,87474809219,,,,,,,,,,,,,,,,43.215535,76.95022,https://2gis.com/firm/9429940000794731,branch
Beta High School,частная школа,Школы,"улица Каныша Сатпаева, 30/2",1 этаж,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,3.4,3,87471239888,,,,,,https://instagram.com/beta_high_school,,,,https://wa.me/77471239888,,,,,,,43.23442,76.922605,https://2gis.com/firm/70000001078732116,branch
Средняя школа №19 Илийского района,,Школы,"улица Молдагуловой, 14",,040729,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.0,14,,,,,,,,,,,,,,,,,,43.41347,76.91385,https://2gis.com/firm/70000001022258089,branch
Средняя школа им. К. Азербаева,,Школы,"улица Туркестан, 4",,040923,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-19:30; Вт: 08:00-19:30; Ср: 08:00-19:30; Чт: 08:00-19:30; Пт: 08:00-19:30,+05:00,3.9,12,,,,,,,,,,,,,,,,,,43.198781,76.749607,https://2gis.com/firm/70000001023679364,branch
Средняя школа №51 Илийского района,,Школы,"1 квартал, 203",,,,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,2.6,4,,,,,,,https://instagram.com/51ortamektep,,,,,,,,,,,43.432409,76.886015,https://2gis.com/firm/70000001066085773,branch
Общеобразовательная школа №32,с. Белбулак,Школы,"улица Алиева, 54",,041608,,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-13:00,+05:00,2.1,11,87277443029,87277443030,87277443028,,,,,,,,,,,,,,,43.312106,77.09869,https://2gis.com/firm/70000001028126781,branch
Средняя школа №44,,Школы,"улица Байтерек, 97а",,040729,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-14:00,+05:00,3.3,20,87275239900,,,,,,,,,,,,,,,,,43.443421,76.923071,https://2gis.com/firm/70000001030313780,branch
Общеобразовательная школа №7,,Школы,"улица Жетбаева, 15",,,Алатау м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,3.0,16,87273866483,87273866454,87273866492,,,http://s7.ucoz.kz,,,,,,,,,,,,43.359415,77.141732,https://2gis.com/firm/70000001042204316,branch
Общеобразовательная средняя школа №22,,Школы,"улица Тлендиева, 1",,,,,,Талгарский район,Алматинская область,Казахстан,,+05:00,3.3,4,,,,,,,,,,,,,,,,,,43.404833,77.143076,https://2gis.com/firm/70000001077298395,branch
Средняя школа им. Райымбека Батыра,,Школы,"улица Токатаева, 19",,,,,Есик,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.9,11,87277521120,,,,,,,,,,,,,,,,,43.342776,77.479258,https://2gis.com/firm/70000001059703774,branch
Средняя школа с. Кокозек,,Школы,"улица Акымжанова, 16",,040912,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-19:20; Вт: 08:00-19:20; Ср: 08:00-19:20; Чт: 08:00-19:20; Пт: 08:00-19:20; Сб: 08:00-19:20,+05:00,3.7,9,,,,,,,,,,,,,,,,,,43.351925,76.772635,https://2gis.com/firm/70000001023967694,branch
Средняя школа №13,,Школы,"улица Казыбек би, 1",,041626,Арман м-н,,,Талгарский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-13:00,+05:00,4.0,15,,,,,,,,,,,,,,,,,,43.323985,77.064986,https://2gis.com/firm/9429940001668532,branch
Средняя школа №48 им. Т.Айбергенова,,Школы,"улица Кобыланды батыра, 54",,,,,,Илийский район,Алматинская область,Казахстан,Пн: 07:00-19:30; Вт: 07:00-19:30; Ср: 07:00-19:30; Чт: 07:00-19:30; Пт: 07:00-19:30,+05:00,4.8,4,87275229095,87275239096,,,,,,,,,,,,,,,,43.381337,76.667636,https://2gis.com/firm/70000001060037627,branch
Alliance school,частная школа,Школы,"улица Айтеке би, 36",,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:30-18:00; Вт: 08:30-18:00; Ср: 08:30-18:00; Чт: 08:30-18:00; Пт: 08:30-18:00,+05:00,5.0,2,87011689996,,,,,,https://instagram.com/alliance_school_almaty,,https://facebook.com/allianceschool,,https://wa.me/77011689996,,,,,,,43.259081,76.959038,https://2gis.com/firm/70000001067087707,branch
Средняя школа №43,,Школы,"улица Ереванская, 3а",,,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,1.8,9,87275239801,,,,,,,,,,,,,,,,,43.407759,76.922268,https://2gis.com/firm/70000001029168464,branch
Richmond School,частная школа,Школы,"улица Кыз Жибек, 149",,050020,Кок-Тобе 2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:30-17:00; Вт: 08:30-17:00; Ср: 08:30-17:00; Чт: 08:30-17:00; Пт: 08:30-17:00,+05:00,4.0,20,87771888989,,,,,http://richmondschool.kz,https://instagram.com/richmondschool.kz,,https://facebook.com/richmondkzschool,,https://wa.me/77771888989,,,,https://t.me/+77771888989,,,43.211058,76.975343,https://2gis.com/firm/70000001068618997,branch
Общеобразовательная школа №7,,Школы,"улица Титова, 16",,040700,,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,1.6,12,87275220185,87275220148,,,,,,,,,,,,,,,,43.417698,77.017536,https://2gis.com/firm/9429940000971022,branch
КурсAnt School,​частная школа,Школы,"улица Абая, 50Б",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-14:00,+05:00,4.4,16,87006132277,,,,,,https://instagram.com/edukursant.kz,,,,https://wa.me/77006132277,,,,,,,43.201633,76.618933,https://2gis.com/firm/70000001044464532,branch
АйСаф,частная школа для девочек,Школы,"улица Алтынсарина, 300",,040910,,,,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,4.4,59,87078081148,,,,,,https://instagram.com/aisaf.mektebi,,,,https://wa.me/77078081148,,,,https://t.me/+77078081148,,,43.176947,76.788626,https://2gis.com/firm/70000001037592170,branch
Образовательная школа № 9 им. Т. Рыскулова,,Школы,"улица Гагарина, 59",,,,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,87277422762,,,,,,,,,,,,,,,,,43.298781,77.237366,https://2gis.com/firm/70000001045391503,branch
Мейір,частная школа-гимназия,Школы; Гимназии,"трасса Алматы-Кокпек-Чунджа-Коктал, 3",,,,,Алматы,Енбекшиказахский район,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.8,11,87075056566,,,,,,https://instagram.com/meyir_private_school,,,,,,,,,,,43.408999,77.243934,https://2gis.com/firm/70000001067752206,branch
Средняя школа №18 им. Ы. Ногайбаева,,Школы,"улица Дауылбаева, 1",,,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.7,2,87275248129,,,,,,,,,,,,,,,,,43.517644,76.828577,https://2gis.com/firm/70000001057671164,branch
Cosmo International School,международная школа,Школы,"улица Кунаева, 201Б",,,,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,2.1,11,87053353589,,,,,,https://instagram.com/cosmo_international_school,,,,,,,,,,,43.304136,77.214197,https://2gis.com/firm/70000001078759822,branch
SANA School,,Школы,"улица Навои, 208/7",,050043,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,1,87713517929,,,,,,https://instagram.com/sanaschool.oral,,,,,,,,,,,43.205505,76.886393,https://2gis.com/firm/70000001088791826,branch
Средняя школа им. Алга,,Школы,"улица Солтанбай, 57",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,,+05:00,,,,,,,,,,,,,,,,,,,,43.451193,77.176855,https://2gis.com/firm/70000001077342110,branch
Средняя школа №35,,Школы,"улица Талканбай, 7",,,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+05:00,,,87275255438,,,,,,https://instagram.com/school35_ile,,,,,,,,,,,43.611284,77.024346,https://2gis.com/firm/70000001083044361,branch
Ганибет,частная школа-гимназия,Школы; Центры раннего развития детей,"улица Макатаева, 97",1-2 этаж,050004,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.3,21,87754220931,,,,,,https://instagram.com/ganibetalmaty,,,,https://wa.me/77024033344,,,,,,,43.263798,76.937782,https://2gis.com/firm/70000001038817637,branch
Средняя школа №37 Илийского района,,Школы,"улица Карсакбаева, 16а",,040717,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,4.9,3,87014801765,,,,,http://37-ileaud.mektebi.kz,,,,,,,,,,,,43.450411,76.872929,https://2gis.com/firm/70000001036911787,branch
Общеобразовательная школа №5 им. М. Ауезова,,Школы,"улица Зайсан, 2",,,,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,2.4,3,87277428369,,,,,,,,,,,,,,,,,43.318785,77.243153,https://2gis.com/firm/70000001045516215,branch
Средняя общеобразовательная школа №38 ,начальная школа,Школы,"улица Смыкова, 11/1",,,,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,,,87277441724,,,,,,,,,,,,,,,,,43.342518,77.230598,https://2gis.com/firm/70000001088091566,branch
Общеобразовательная начальная школа с. Булакты,,Школы,"улица Наурыз, 13",,040923,,,,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+05:00,1.3,1,87273047377,,,,,,,,,,,,,,,,,43.220937,76.743522,https://2gis.com/firm/70000001032544618,branch
Общеобразовательная средняя школа №49 им. Ы. Алтынсарина,,Школы,"улица Рыскулова, 183Б",,,,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,4.2,6,87277428572,,,,,,,,,,,,,,,,,43.321054,77.246171,https://2gis.com/firm/70000001045359588,branch
Средняя школа №9,,Школы,"улица Бейбитшилик, 14Б",,,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.1,5,87275270401,87752763004,,,,,,,,,,,,,,,,43.481483,77.041954,https://2gis.com/firm/70000001045416487,branch
Общеобразовательная средняя школа №18,,Школы,"улица Абая, 6",,,,,,Талгарский район,Алматинская область,Казахстан,,+05:00,,,,,,,,,,,,,,,,,,,,43.280508,77.205693,https://2gis.com/firm/70000001077291936,branch
Средняя школа села Батан,,Школы,"улица М. Саламатова, 1г",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.5,2,87273081045,,,,,,,,,,,,,,,,,43.28517,76.659387,https://2gis.com/firm/70000001064289823,branch
Общеобразовательная средняя школа №39,,Школы,"улица Новостройка, 39",,,,,,Талгарский район,Алматинская область,Казахстан,,+05:00,4.9,5,,,,,,,,,,,,,,,,,,43.392469,77.181385,https://2gis.com/firm/70000001077292357,branch
Средняя школа № 45,,Школы,"улица Жумбактас, 109",,,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-14:05; Вт: 08:00-14:05; Ср: 08:00-14:05; Чт: 08:00-14:05; Пт: 08:00-14:05; Сб: 08:00-14:05; Вс: 08:00-14:05,+05:00,4.6,6,,,,,,,,,,,,,,,,,,43.465313,76.796981,https://2gis.com/firm/70000001032071067,branch
Alma School,школа предпринимательского образования,Школы,"улица Жумалиева, 55/1",,050026,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,,,87072997007,,,,,,https://instagram.com/alma_school.kz,,https://facebook.com/almaschoolMAB,,https://wa.me/77072997007,,,,,,,43.256209,76.9122,https://2gis.com/firm/70000001088747135,branch
Maqsat,школа-лицей,Школы; Лицеи,"улица Кыран, 11",,050006,Мамыр м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:30-17:00; Вт: 08:30-17:00; Ср: 08:30-17:00; Чт: 08:30-17:00; Пт: 08:30-17:00,+05:00,3.7,24,87071650118,87273858482,87051648453,,,http://maqsat-lyceum.kz,https://instagram.com/maqsat_lyceum,,https://facebook.com/maqsatlyceumkz,,https://wa.me/77071650118,,,,,,,43.206143,76.83126,https://2gis.com/firm/70000001067001472,branch
Средняя школа с. Жанатурмыс,,Школы,"улица Алтынсарина, 37",,040910,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.8,8,87273051193,,,,,,,,,,,,,,,,,43.186013,76.781949,https://2gis.com/firm/70000001022467474,branch
