Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт,Instagram,Facebook,WhatsApp 1,WhatsApp 2,Viber,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
Алматинская многопрофильная клиническая больница,"отделение лучевой, ультразвуковой, функциональной диагностики",Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088941449,branch
Qazpost,​медицинский центр,Больницы; Медицинская диагностика,"улица Отарбаева, 1Б",,,,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,,,,,,https://instagram.com/qazpoct.qaraoy,,,,,,,43.518403,76.821287,https://2gis.com/firm/70000001082649819,branch
Алматинская многопрофильная клиническая больница,отделение реанимации новорожденных,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088940949,branch
Жaмбылская центральная районная поликлиника,,Больницы; Роддома,"улица Жанакурлыс, 48",,,,,,Жамбылский район,Алматинская область,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00,+05:00,2.3,5,87277027989,,,,,,,,,,,,43.203248,76.340045,https://2gis.com/firm/70000001089500375,branch
Енбекшиказахская многопрофильная межрайонная больница,,Больницы,"улица Абая, 336",,,,,Есик,Енбекшиказахский район,Алматинская область,Казахстан,"Пн: 08:00-13:00, 14:00-18:00; Вт: 08:00-13:00, 14:00-18:00; Ср: 08:00-13:00, 14:00-18:00; Чт: 08:00-13:00, 14:00-18:00; Пт: 08:00-13:00, 14:00-18:00",+05:00,1.8,40,87277573202,87277573256 (регистратура),,,http://enkazmmb.kz,,,,,,,,43.37732,77.448411,https://2gis.com/firm/70000001049856848,branch
Городская клиническая больница №7,отделение колопроктологии,Больницы,"микрорайон Калкаман, 20",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,,,87273410666 (контакт-центр),87272708687 (приемный покой),87272708614 (приемный покой),,http://www.gkb7.kz,https://instagram.com/gkb7almaty,,,,,,,43.232592,76.798812,https://2gis.com/firm/70000001088976527,branch
Городская клиническая больница №7,отделение хирургических инфекций,Больницы,"микрорайон Калкаман, 20",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,,,87273410666 (контакт-центр),87272708687 (приемный покой),87272708614 (приемный покой),,http://www.gkb7.kz,https://instagram.com/gkb7almaty,,,,,,,43.232592,76.798812,https://2gis.com/firm/70000001088976614,branch
Городская клиническая больница №7,физиотерапевтическое отделение,Больницы,"микрорайон Калкаман, 20",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,,,87273410666 (контакт-центр),87272708687 (приемный покой),87272708614 (приемный покой),,http://www.gkb7.kz,https://instagram.com/gkb7almaty,,,,,,,43.232767,76.799731,https://2gis.com/firm/70000001088976013,branch
Городская клиническая больница №7,операционное отделение,Больницы,"микрорайон Калкаман, 20",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,,,87273410666 (контакт-центр),87272708687 (приемный покой),87272708614 (приемный покой),,http://www.gkb7.kz,https://instagram.com/gkb7almaty,,,,,,,43.232592,76.798812,https://2gis.com/firm/70000001088976282,branch
Городская больница Конаев,физиотерапевтическое отделение,Больницы,"5-й микрорайон, 5а",,,5 м-н,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,,,87277232000 (единый номер регистратуры),87277241196 (Приемная директора ),87277242270 (приемный покой),,http://kapgb.kz,https://instagram.com/auruhana_kapshagai,,,,,,,43.846101,77.056606,https://2gis.com/firm/70000001088909150,branch
Городская больница Конаев,хирургическое отделение,Больницы,"5-й микрорайон, 5а",,,5 м-н,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,,,87277232000 (единый номер регистратуры),87277241196 (Приемная директора ),87277242270 (приемный покой),,http://kapgb.kz,https://instagram.com/auruhana_kapshagai,,,,,,,43.846101,77.056606,https://2gis.com/firm/70000001088909205,branch
Городская больница Конаев,платное отделение,Больницы; Медицинская диагностика; Травматолог-ортопед; Невролог; Хирург; Гинеколог; Эндокринолог; ЛОР (отоларинголог); Офтальмолог; Детские врачи; Инфекционист,"5-й микрорайон, 5а",,,5 м-н,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,1.0,1,87277232000 (единый номер регистратуры),87277241196 (Приемная директора ),87277242270 (приемный покой),,http://kapgb.kz,https://instagram.com/auruhana_kapshagai,,,,,,,43.846101,77.056606,https://2gis.com/firm/70000001088910439,branch
Городская клиническая больница №1,физиотерапевтическое отделение,Больницы,"улица Ашимова, 2",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,"Пн: 08:00-13:00, 14:00-17:00; Вт: 08:00-13:00, 14:00-17:00; Ср: 08:00-13:00, 14:00-17:00; Чт: 08:00-13:00, 14:00-17:00; Пт: 08:00-13:00, 14:00-17:00",+05:00,,,87273122466 (единая справочная: пн-вс),87272708733 (единая справочная: пн-пт),87272708734 (единая справочная: пн-пт),,,,,,,,,,43.229333,76.802042,https://2gis.com/firm/70000001088949034,branch
