Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Айя,частный детский сад,Частные детские сады,"улица Айманова, 57",,041609,,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,4.0,5,87078238556,,,,,,,https://instagram.com/detskiysad_aya,,,https://wa.me/77025498918,,,,,,,,43.300376,77.038695,https://2gis.com/firm/70000001030723142,branch
Adikos,частный детский сад,Частные детские сады,"улица Жастар, 37",,041620,Кызылту 2 ж/м,,,Талгарский район,Алматинская область,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,3.4,4,87071923517,,,,,,,https://instagram.com/adikos_kiziltu_2,,,https://wa.me/77071923517,,,,,,,,43.40482,77.064054,https://2gis.com/firm/70000001043817181,branch
Бейбіт,частный детский сад,Частные детские сады; Центры раннего развития детей,"улица Бирлик, 6",,040924,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.2,5,87000080889,,,,,,,https://instagram.com/sadik_beibit,,,https://wa.me/77000080889,,,,,,,,43.171631,76.772836,https://2gis.com/firm/70000001039280528,branch
Super kinder,частный детский сад,Частные детские сады,"улица Нурлы Байкенова, 12",,050045,Нур Алатау м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,4,87789859796,,,,,,,https://instagram.com/superkinder_balabakshasi,,,https://wa.me/77789859796,,,,,,,,43.182471,76.903536,https://2gis.com/firm/70000001081323275,branch
Алан,​частный ясли-сад,Частные детские сады,"улица Жансугурова, 23",,040700,Куат м-н,,,Илийский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,4.8,35,87780070770,,,,,,,https://instagram.com/alan_balabaqsha,,,https://wa.me/77780070770,,,,,,,,43.416788,77.022034,https://2gis.com/firm/70000001078707289,branch
Азимка,частный детский сад,Частные детские сады,"улица Дегдар, 36/1",,050030,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 07:30-19:00; Вт: 07:30-19:00; Ср: 07:30-19:00; Чт: 07:30-19:00; Пт: 07:30-19:00; Сб: 09:00-18:00,+05:00,5.0,19,87079330917,,,,,,,https://instagram.com/azimkasad,,,https://wa.me/77071288851,https://wa.me/77079330917,,,,,,,43.396862,76.986102,https://2gis.com/firm/70000001048494862,branch
Бэбижан,частный ясли сад,Частные детские сады,"улица Валиханова, 27",,040706,,,,Илийский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,3.7,4,87473141513,87473130897,,,,,,https://instagram.com/babyzhan_koyankus,,,https://wa.me/77473141513,https://wa.me/77473130897,,,,,,,43.414342,76.950359,https://2gis.com/firm/70000001027736930,branch
Кубик Клаб,частный детский сад,Частные детские сады,"улица Жансугурова, 131",,040700,,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-14:00,+05:00,3.9,13,87272517620,87057276335,,,,,,https://instagram.com/kubikklab,,,https://wa.me/77057276335,,,,,,,,43.422699,77.023123,https://2gis.com/firm/9429940000971898,branch
Ақниет,частный детский сад,Частные детские сады,"улица Ер-таргын, 79",,041626,,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.1,5,87475053639,87027711040,,,,,,,,,,,,,,,,,43.328162,77.046756,https://2gis.com/firm/70000001059434625,branch
Аделина,частный детский сад,Частные детские сады,"улица Жакып, 19а",,041626,Жайлау м-н,,,Талгарский район,Алматинская область,Казахстан,Пн: 07:15-18:00; Вт: 07:15-18:00; Ср: 07:15-18:00; Чт: 07:15-18:00; Пт: 07:15-18:00,+05:00,5.0,3,87071116471,,,,,,,https://instagram.com/_adelina_balabaqsha,,,https://wa.me/77071116471,,,,,,,,43.310524,77.063917,https://2gis.com/firm/70000001065080990,branch
Ai-Senim,частный детский сад,Частные детские сады,"улица Алтынсарина, 17/1",,040905,,,,Карасайский район,Алматинская область,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30,+05:00,3.1,2,87756366790,,,,,,,,,,https://wa.me/77756366790,,,,,,,,43.210059,76.753966,https://2gis.com/firm/70000001065268953,branch
Aq terek,частный детский сад,Частные детские сады,"улица Актерек, 60",,040924,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.5,16,87089722720,87012182501,,,,,,,,,https://wa.me/77077888977,https://wa.me/77012182501,https://wa.me/77089722720,,,,,,43.172171,76.748934,https://2gis.com/firm/70000001039275180,branch
Айзере,детский ясли-сад ,Частные детские сады,"улица Горная, 14",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00; Вс: 08:00-18:00,+05:00,,,87771737537,,,,,,,,,,https://wa.me/77771737537,,,,,,,,43.399185,77.212934,https://2gis.com/firm/70000001088973364,branch
Шапағат,частный детский сад,Частные детские сады,"улица Канай, 21",,041626,Жайлау м-н,,,Талгарский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,3.3,4,87015455551,,,,,,,https://instagram.com/ai_shapagat_balabaksha,,,https://wa.me/77015455551,,,,,,,,43.306322,77.0652,https://2gis.com/firm/70000001048135059,branch
Амиржан,частный детский сад,Частные детские сады,"улица Жансугурова, 171",,041613,,,,Илийский район,Алматинская область,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,3.3,10,87476972447,87273054514,,,,,,https://instagram.com/sadik_amirzhan,,,https://wa.me/77476972447,,,,,,,,43.438131,77.030667,https://2gis.com/firm/70000001029167833,branch
Asyl Zhan,частный детский сад,Частные детские сады,"улица Ветеранов, 16а",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,87786647858,87471114812,,,,,,https://instagram.com/asyl_zhan_balabaksha,,,https://wa.me/77471114812,https://wa.me/77786647858,,,,,,,43.170313,76.568684,https://2gis.com/firm/70000001079265961,branch
Happy Kids World,,Частные детские сады,"улица Амангельды, 117",,041626,,,,Талгарский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,1,87078527699,87051937679,,,,,,https://instagram.com/happykidsworld117,,,https://wa.me/77078527699,https://wa.me/77051937679,,,,,,,43.314372,77.054192,https://2gis.com/firm/70000001069143524,branch
Жануя-Айтей,частный детский сад,Частные детские сады,"улица Сулысай, 26",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 07:40-19:00; Вт: 07:40-19:00; Ср: 07:40-19:00; Чт: 07:40-19:00; Пт: 07:40-19:00,+05:00,,,87008004222,,,,,,,https://instagram.com/zhanuya_aytey,,,https://wa.me/77788883235,https://wa.me/77008004222,,,,,,,43.229389,76.602695,https://2gis.com/firm/70000001056421436,branch
Tip Top,частный детский сад,Частные детские сады,"улица Богенбай батыра, 24",,040729,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,87072276738,87072073084,,,,,,https://instagram.com/tiptop_ashibulak,,,https://wa.me/77072276738,,,,,,,,43.415495,76.925695,https://2gis.com/firm/70000001063437739,branch
Аппак- ай,частный детский сад,Частные детские сады,"улица Озтюрк, 2",,041626,Арман м-н,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,1,87478746993,,,,,,,https://instagram.com/appakai_balabaksha,,,https://wa.me/77478746993,,,,,,,,43.322223,77.066299,https://2gis.com/firm/70000001056426881,branch
Sarybel,детский сад,Частные детские сады,"улица Момышулы, 34",,,,,,Илийский район,Алматинская область,Казахстан,Пн: 06:30-18:30; Вт: 06:30-18:30; Ср: 06:30-18:30; Чт: 06:30-18:30; Пт: 06:30-18:30,+05:00,4.7,3,87075098417,87474576236,,,,,,https://instagram.com/sarybel_balabakshasy,,,https://wa.me/77474576236,,,,,,,,43.427943,76.899454,https://2gis.com/firm/70000001052405105,branch
Aqsandyq-2,частный детский сад,Частные детские сады,"улица Шиели, 87",,040706,,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,1,87784394690,,,,,,,,,,https://wa.me/77784394690,,,,,,,,43.396464,76.943162,https://2gis.com/firm/70000001089477329,branch
Znankids,,Частные детские сады,"улица Туздыкол, 2",,,Теректи м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-18:00; Вт: 07:00-18:00; Ср: 07:00-18:00; Чт: 07:00-18:00; Пт: 07:00-18:00; Сб: 07:00-18:00; Вс: 07:00-18:00,+05:00,4.5,7,,,,,,,,https://instagram.com/zhankids_balabakshasy,,,,,,,,,,,43.238807,76.790702,https://2gis.com/firm/70000001075912558,branch
Abc baby,частный детский сад,Частные детские сады,"улица Уалиханова, 40а",,041609,,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.2,29,87789100772,87028037243,,,,,,,,,https://wa.me/77028037243,https://wa.me/77789100772,,,,,,,43.300236,77.023745,https://2gis.com/firm/70000001062969617,branch
Амре,частный детский ясли-сад,Частные детские сады,"улица Восточная, 91",,040703,ПКСТ Ардагер-Ветеран,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,87011743050,87071971907,,,,,,,,,https://wa.me/77011743050,,,,,,,,43.385175,76.910216,https://2gis.com/firm/70000001063949075,branch
Бобек,частный детский сад,Частные детские сады,"улица Жамбыла, 32/2",1 этаж,040717,,,,Илийский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,5.0,1,87475152554,,,,,,,https://instagram.com/bobek.japek.batyr,,,https://wa.me/77475152554,,,,,,,,43.417417,76.893509,https://2gis.com/firm/70000001024152598,branch
Kami kids,частный детский сад,Частные детские сады,"улица Толе би, 77",,,Куат м-н,,,Илийский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,4.0,7,87082040267,,,,,,,https://instagram.com/kami_kidss,,,https://wa.me/77082040267,,,,,,,,43.403891,77.029287,https://2gis.com/firm/70000001079668410,branch
Бакуня,частный детский сад,Частные детские сады,"улица Абая, 62",,041611,,,,Талгарский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,4.0,1,87009542548,,,,,,,https://instagram.com/bakunya_sadik_guldala,,,,,,,,,,,43.345625,77.04105,https://2gis.com/firm/70000001057495619,branch
Асыл мұра,детский сад,Частные детские сады,"154-й квартал, 2402",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00; Сб: 07:30-18:00,+05:00,4.8,17,87076563520,87774221344,,,,,,https://instagram.com/shamalgan_sadik_asyl_mura,,,https://wa.me/77076563520,https://wa.me/77774221344,,,,,,,43.177923,76.519912,https://2gis.com/firm/70000001066368836,branch
Даниал,частный детский сад,Частные детские сады,"улица Темирлан, 18",,041626,Арман м-н,,,Талгарский район,Алматинская область,Казахстан,Пн: 07:00-18:00; Вт: 07:00-18:00; Ср: 07:00-18:00; Чт: 07:00-18:00; Пт: 07:00-18:00,+05:00,,,87477984502,,,,,,,https://instagram.com/danial_arip_balabaksha,,,,,,,,,,,43.328205,77.069737,https://2gis.com/firm/70000001083600329,branch
Нурдаулет,частный детский сад,Частные детские сады,"3-я улица, 26",,040700,Жана Куат ж/м,,Алматы,Талгарский район,Алматы,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,2.6,5,87273049324,87017314074,,,,,,,,,https://wa.me/77017314074,,,,,,,,43.401243,77.027228,https://2gis.com/firm/70000001022812561,branch
Жан-ұя Kids,частный детский сад,Частные детские сады; Центры раннего развития детей,"улица Нажимеденова, 37",,050070,Каргалы м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 07:30-19:00; Вт: 07:30-19:00; Ср: 07:30-19:00; Чт: 07:30-19:00; Пт: 07:30-19:00,+05:00,5.0,3,87027711040,87770220729,,,,,,https://instagram.com/zhanuya_kids_sadik,,,https://wa.me/77770220729,https://wa.me/77027711040,,,,,,,43.171808,76.868338,https://2gis.com/firm/70000001083411923,branch
Batyr-Life,,Частные детские сады,"улица Алматинская, 4",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 07:00-18:00; Вт: 07:00-18:00; Ср: 07:00-18:00; Чт: 07:00-18:00; Пт: 07:00-18:00,+05:00,,,87006453036,87078211710,,,,,,https://instagram.com/batyr.life2023,,,https://wa.me/77006453036,https://wa.me/77078211710,,,,,,,43.408933,77.263712,https://2gis.com/firm/70000001087654418,branch
Нұр-Аяла,детский сад,Частные детские сады; Логопед,"улица Балдырган, 1",,040921,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30 (по предварительной записи),+05:00,,,87787738210,87784733393,87000775570,,,,,https://instagram.com/sadik.nur.ayala23,,,https://wa.me/77787738210,https://wa.me/77784733393,https://wa.me/77000775570,,,,,,43.258996,76.772974,https://2gis.com/firm/70000001076575440,branch
Карина,частный детский сад,Частные детские сады,"улица Карасай батыра, 42Б",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,5.0,2,87714045117,87477159368,,,,,,,,,https://wa.me/77477159368,,,,,,,,43.372603,76.703972,https://2gis.com/firm/70000001038914873,branch
Еркеназ,детский сад,Частные детские сады,"улица Аксу, 39",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,87071072321,,,,,,,,,,https://wa.me/77071072321,,,,,,,,43.365652,76.624606,https://2gis.com/firm/70000001062394102,branch
Каусар,частный детский сад ,Частные детские сады,"улица Молдагуловой, 8",,,Жайнак м-н,,,Илийский район,Алматинская область,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30,+05:00,1.0,2,87072861214,,,,,,,https://instagram.com/balabakshakausar,,,https://wa.me/77072861214,,,,,,,,43.378578,76.84344,https://2gis.com/firm/70000001090395263,branch
Айлан,частный детский сад,Частные детские сады,"улица Жаугаш батыра, 89а",1 этаж,040700,Куат м-н,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,,,,,,,,https://instagram.com/sadik_ailan_kuat,,,,,,,,,,,43.409878,77.019896,https://2gis.com/firm/70000001046685943,branch
Казына,частный детский сад,Частные детские сады,"Жас Канат микрорайон, 212/5","1, 2 этаж",050054,Жас Канат м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30,+05:00,4.6,11,87009000730,,,,,,,https://instagram.com/balabaqsha_qazyna,,,https://wa.me/77009000730,,,,,,,,43.328294,76.983997,https://2gis.com/firm/70000001031793230,branch
Аймекен,частный детский сад,Частные детские сады,"улица Муканова, 5в",,040729,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.3,4,87473732781,,,,,,,,,,https://wa.me/77473732781,,,,,,,,43.429034,76.91643,https://2gis.com/firm/70000001038263079,branch
Мирас,частный детский сад,Частные детские сады,"улица Майлина, 11",,041611,,,,Талгарский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,,,87083227847,,,,,,,,,,https://wa.me/77083227847,,,,,,,,43.349317,77.058042,https://2gis.com/firm/70000001063928035,branch
Султан-Сулеймен,частный детский сад,Частные детские сады,"улица Майбулак, 58",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,1,87077541002,,,,,,,https://instagram.com/sultan_suleiman_bakshasy,,,https://wa.me/77077541002,,,,,,,,43.17303,76.484515,https://2gis.com/firm/70000001067902413,branch
Маленькие звездочки,частный детский сад,Частные детские сады,"улица Жылкыбай, 3",,041626,,,,Талгарский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,87478079518,,,,,,,,,,https://wa.me/77478079518,,,,,,,,43.303177,77.06015,https://2gis.com/firm/70000001057283084,branch
Ботакан,частный детский сад,Частные детские сады,"улица Кошелекова, 60а",,040718,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,87478515016,87022747877,,,,,,https://instagram.com/botaqan_bobekzhai,,,https://wa.me/77478515016,https://wa.me/77022747877,,,,,,,43.431957,76.849895,https://2gis.com/firm/70000001024212608,branch
Little angels,частный детский сад,Частные детские сады,"улица Жулдыз, 7а",,040924,,,,Карасайский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00; Сб: 07:30-18:00; Вс: 07:30-18:00,+05:00,5.0,4,87025439911,,,,,,,https://instagram.com/littile_angels_,,,https://wa.me/77025439911,,,,,,,,43.169323,76.754563,https://2gis.com/firm/70000001086874377,branch
Айя,частный детский сад,Частные детские сады,"улица Желтоксан, 27Б",,040923,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.7,3,87754555581,87001717712,87762961170,,,,,https://instagram.com/aiya_balabakshasy,,,https://wa.me/77754555581,https://wa.me/77762961170,https://wa.me/77001717712,,,,,,43.198818,76.747269,https://2gis.com/firm/70000001043485101,branch
Улыбка,детский сад,Частные детские сады,"Болашак улица, 12б",,,,,,Жамбылский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,87077959190,,,,,,,https://instagram.com/sadik_ulybka,,,https://wa.me/77077959190,,,,,,,,43.368949,77.301521,https://2gis.com/firm/70000001087740923,branch
Fatima,частный детский сад,Частные детские сады,"улица Абая, 18",,040912,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,2,87022909199,,,,,,,,,,https://wa.me/77022909199,,,,,,,,43.350345,76.769472,https://2gis.com/firm/70000001040892389,branch
БалаLand,частный детский сад,Частные детские сады,"улица Оналбаева, 7",,040717,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,,,,,,,,,,,https://wa.me/77477202604,,,,,,,,43.42213,76.893429,https://2gis.com/firm/70000001089021691,branch
Диас kids,ясли-сад,Частные детские сады,"35-я линия, 2в",,040703,ПКСТ Ардагер-Ветеран,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,2,87475390165,,,,,,,,,,,,,,,,,,43.391571,76.906203,https://2gis.com/firm/70000001074410151,branch
Ерсін,частный детский сад,Частные детские сады,"улица Муканова, 104а",,,,,,Илийский район,Алматинская область,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30,+05:00,,,87771350949,,,,,,,,,,https://wa.me/77771350949,,,,,,,,43.420904,76.918914,https://2gis.com/firm/70000001076462948,branch
Er-Sabi,частный детский сад,Частные детские сады,"улица Тауелсыздык, 123",,040703,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,,,87023944997,,,,,,,,,,https://wa.me/77023944997,,,,,,,,43.40874,76.910371,https://2gis.com/firm/70000001038515481,branch
Акниет,частный детский ясли-сад,Частные детские сады,"улица Тауелсыздык, 32",,,,,,Илийский район,Алматинская область,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,3.7,5,87001951994,,,,,,,https://instagram.com/akniet_detsad,,,https://wa.me/77001951994,,,,,,,,43.425354,77.037494,https://2gis.com/firm/70000001078822522,branch
Балдаурен,частный детский сад,Частные детские сады,"улица Толе би, 37",,041626,Шыгыс м-н,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,1.1,1,87478498972,87478498968,,,,,,,,,https://wa.me/77478498972,https://wa.me/77478498968,,,,,,,43.321505,77.065017,https://2gis.com/firm/70000001056230557,branch
Бибі-ай,частные детские сады,Частные детские сады,"улица Астана, 5",,041626,Айсулу 2 м-н,,,Талгарский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,3.7,3,87475215521,,,,,,,,,,https://wa.me/77475215521,,,,,,,,43.307114,77.075664,https://2gis.com/firm/70000001056358982,branch
Инабат,частный детский сад,Частные детские сады,"улица Болысбаева, 54",1 этаж,040712,,,,Илийский район,Алматинская область,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30,+05:00,5.0,1,87053753790,,,,,,,https://instagram.com/inabat_balabaksha,,,https://wa.me/77053753790,,,,,,,,43.441631,76.95928,https://2gis.com/firm/70000001023414421,branch
Бала-Боп,детский сад,Частные детские сады,"5-я линия, 246",,040718,Нурбереке дачный пос.,,,Илийский район,Алматинская область,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,,,87751063787,,,,,,,,,,https://wa.me/77751063787,,,,,,,,43.430091,76.862829,https://2gis.com/firm/70000001052142884,branch
Tom & Jerry,частный детский сад,Частные детские сады,"улица Бейбитшилик, 11а",,,,,,Илийский район,Алматинская область,Казахстан,Пн: 07:00-18:00; Вт: 07:00-18:00; Ср: 07:00-18:00; Чт: 07:00-18:00; Пт: 07:00-18:00,+05:00,,,87784629563,87714901470,,,,,,https://instagram.com/kindergarten__tom__and__jerry,,,https://wa.me/77784629563,https://wa.me/77714901470,,,,,,,43.470393,76.806151,https://2gis.com/firm/70000001036418717,branch
Sabi,детский сад,Частные детские сады,"улица Саукеле, 285в",,,Кайрат,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,5,87089539310,87086800129,,,,,,https://instagram.com/sabi_detsadik,,,https://wa.me/77089539310,https://wa.me/77086800129,,,,,,,43.195523,76.59759,https://2gis.com/firm/70000001056346395,branch
Бакытты Baby,частный детский сад,Частные детские сады,"микрорайон Мадениет, 238",,,71 разъезд,Алатауский район,Алматы,Илийский район,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,,,87474115393,87017079353,,,,,,https://instagram.com/detskiy.sad_bakittibaby,,,https://wa.me/77017079353,https://wa.me/77474115393,,,,,,,43.353531,76.820754,https://2gis.com/firm/70000001089138006,branch
Алихан 2019,частный детский сад,Частные детские сады,"улица Байтурсынова, 18",,040923,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,87081781093,,,,,,,https://instagram.com/alixan_2019_balabakshasi,,,,,,,,,,,43.195391,76.752608,https://2gis.com/firm/70000001080350396,branch
Нур Отау-Асем Ай,частный детский сад,Частные детские сады,"улица Мира, 75",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,4.6,9,87776862600,,,,,,,https://instagram.com/nur.otau.asem.ai,,,https://wa.me/77776862600,,,,,,,,43.208019,76.605583,https://2gis.com/firm/70000001044563213,branch
